s1,s2,frac_Gd,sus
970422,6,0.018553,0.015127663541688955
950030,7,0.036793,0.01886510376274259
929777,7,0.054801,0.023154912351790468
909680,8,0.072477,0.02795941448352224
889557,9,0.089996,0.03357897327923833
869236,9,0.107253,0.04071590271375877
848698,9,0.124426,0.048783997697510434
828227,9,0.141211,0.05782794143846742
807913,10,0.157597,0.06922340020156624
787416,18,0.173884,0.08218216327973311
766784,18,0.189748,0.09715495919787918
746075,18,0.205419,0.11434705838674723
725323,18,0.220893,0.1338558118461264
704681,16,0.235977,0.1562780178083644
683711,16,0.250912,0.1826207334785766
662771,19,0.265509,0.21246822629548898
641353,21,0.279943,0.24743596687484462
619646,21,0.294266,0.28632600951633336
598134,26,0.30827,0.3319994795657265
576112,27,0.322044,0.38416357403725315
554402,26,0.335421,0.4427359275571452
532077,37,0.348574,0.5198917451867134
509583,37,0.361444,0.6083460182035718
486311,37,0.374309,0.716516619225784
462938,38,0.387078,0.8290418682964553
439725,50,0.399577,0.9549900653372706
416474,71,0.411771,1.119538479061726
393387,53,0.423748,1.2787270152641552
369502,66,0.435403,1.492811686920051
345705,70,0.446847,1.743069277397031
321273,79,0.458134,2.0405875253291406
296585,101,0.469206,2.421664525220707
273354,100,0.480074,2.751537718829218
247894,144,0.49079,3.3518823275269534
219691,168,0.501247,4.4507120759173375
193403,173,0.511488,5.509508466526922
166788,292,0.521652,6.980574811643406
138680,610,0.53155,10.00168641263742
112830,402,0.541398,11.038953166362118
87070,653,0.550875,15.160961870303368
56299,1909,0.560318,35.50946138345441
33653,1587,0.569467,37.983244025428945
13662,2470,0.578529,53.95761748732416
4354,1352,0.587153,44.190552432256986
2986,893,0.595847,28.766796238058358
869,628,0.604256,21.784160972750062
791,570,0.612609,16.75827264959692
354,302,0.620863,13.146917868738742
265,243,0.628863,10.658937265753616
170,162,0.636757,9.233898519723711
166,145,0.644416,8.149950503959683
147,129,0.651995,7.303843335584259
122,112,0.659429,6.651614494481327
111,93,0.666761,6.107874528491563
86,84,0.673762,5.624519522557152
86,80,0.68065,5.237983403788946
76,75,0.687494,4.896424388651738
72,71,0.694313,4.573413328011986
72,71,0.700873,4.323885841131025
71,71,0.707252,4.09038148851572
71,60,0.713629,3.882453181362638
67,59,0.719763,3.7079757490980847
54,49,0.725788,3.534476974020101
47,46,0.731714,3.3854207822994864
47,44,0.737451,3.254493446937524
46,39,0.743098,3.132455177460666
39,38,0.748617,3.0150885302506536
38,35,0.754019,2.9139201808269743
38,35,0.759501,2.8130719878253134
38,33,0.764665,2.724809314381626
38,33,0.769839,2.6497060753124986
36,29,0.774794,2.5690345727911335
36,25,0.77957,2.4996234632309577
36,25,0.784354,2.4356677146805414
25,25,0.788914,2.3787982149455673
25,23,0.793554,2.3229367485928525
23,22,0.798035,2.2665808432154084
23,22,0.8025,2.2224759493670887
23,19,0.80687,2.1736084502666597
22,19,0.811148,2.1277826022493804
22,19,0.815221,2.0838136368310254
21,17,0.819239,2.0465144583178896
17,16,0.823323,2.000283002314959
16,15,0.827146,1.9639233110023488
16,15,0.830887,1.9304784374944564
16,15,0.834553,1.9013037407749913
16,15,0.838144,1.8708110913404508
16,15,0.84169,1.841210283620744
16,15,0.84511,1.810652721286074
16,15,0.848579,1.7825598827111167
15,15,0.851848,1.7598479939521572
15,12,0.855136,1.7353310691407113
15,12,0.858286,1.7125689769535826
13,12,0.861311,1.6929965606500876
12,12,0.864312,1.674370614940157
12,11,0.867316,1.6532513339965633
12,11,0.870098,1.6348478083478315
12,11,0.872985,1.6148880053536985
12,11,0.875787,1.5960406720713614
12,11,0.878487,1.576711956745369
12,11,0.881136,1.5578139722708306
12,11,0.883772,1.5419864404446433
12,11,0.886291,1.5234765937612678
12,11,0.888767,1.511305098307157
12,11,0.891195,1.494333900096503
11,11,0.893627,1.4803192539460202
11,9,0.896026,1.464606536249447
11,9,0.898311,1.4513467533361524
11,9,0.900552,1.4378469149706379
11,9,0.902771,1.4251303623404539
11,9,0.904929,1.413554080634473
11,9,0.906998,1.404088084127223
11,9,0.909006,1.3941468668263841
11,9,0.911102,1.3840468851942676
11,8,0.913113,1.3721960707585714
11,8,0.914994,1.3629037950262335
11,8,0.916866,1.3531286838116776
11,7,0.918732,1.343074764975144
11,7,0.92059,1.3336733408890569
11,7,0.922447,1.3226567637615567
11,7,0.924171,1.3152487834469662
7,7,0.925823,1.3075481618291385
7,7,0.927479,1.30094731181313
7,7,0.929089,1.293339538294482
7,7,0.930631,1.286482434516859
7,7,0.93221,1.278079362737867
7,7,0.933733,1.2714020553216534
7,7,0.935239,1.2659779805747287
7,7,0.936687,1.2579722963688342
7,7,0.938066,1.250670068137049
