s1,s2,frac_Gd,sus
917898,9,0.01635,0.08250495603110862
898986,9,0.032513,0.08827095351152005
880064,9,0.048693,0.09416413418591475
861455,10,0.064479,0.10084006665804401
842681,10,0.08031,0.1078156770216051
823857,10,0.096116,0.1155712458678326
805076,10,0.11177,0.12380802269682402
786394,10,0.127316,0.13235718771055732
767806,10,0.142686,0.1415327406294543
749336,10,0.157836,0.15122945174574073
730806,12,0.172843,0.16213246094755893
712284,10,0.187932,0.17257175507469819
694200,11,0.202605,0.18442678973407156
675542,16,0.217471,0.19824057638758436
657205,16,0.231884,0.21317222919454873
638928,16,0.246223,0.22812715166421899
620782,16,0.260176,0.24623694284045936
602205,17,0.27437,0.2666055703319874
584309,17,0.288201,0.28585035944135917
566361,17,0.301935,0.30601161782928527
548171,21,0.3156,0.3305303915838691
530221,21,0.329083,0.35571911279636675
512454,21,0.342278,0.38406804090482
494836,22,0.355214,0.4140877748586353
476907,22,0.368181,0.4490653177571425
459293,22,0.380792,0.486884859368742
441927,21,0.393301,0.5231853027613363
424177,21,0.405698,0.568120248627802
405828,23,0.41812,0.6250120299718155
388749,22,0.430054,0.6757570015404968
371670,26,0.441647,0.7323485322009553
354316,26,0.45334,0.799948779863169
336866,37,0.464703,0.8873186287238674
319642,38,0.47596,0.9796923898939013
302047,46,0.48709,1.0952896219609678
285292,67,0.497952,1.206900535406973
268338,65,0.508524,1.3380673725675312
251308,63,0.519079,1.5004397811698802
234495,61,0.529521,1.6531237313461387
217235,106,0.539903,1.8695188188577625
200718,105,0.550074,2.09842062917013
184853,123,0.559844,2.3143453684602733
168638,102,0.56964,2.5939771354215075
151352,132,0.579038,3.1186947990554965
135440,153,0.588288,3.57266244364993
119374,148,0.597337,4.107665715499065
102555,151,0.60627,4.903814796942067
86078,294,0.615069,6.576578659551972
71756,259,0.623883,7.2288011443247715
56200,594,0.632204,9.857627597907536
39364,1420,0.640571,18.34314148274068
24233,1674,0.648784,26.022171541159857
8026,4056,0.656733,79.19775859607827
1744,1637,0.664612,39.60383794291984
690,648,0.672314,21.983459775516806
657,458,0.679876,14.887990278766978
412,352,0.687404,11.648735108574646
298,246,0.694689,9.20487961455696
219,201,0.701698,7.815250987254528
195,193,0.708596,6.81728802624535
179,150,0.715372,6.01599631800104
174,142,0.721987,5.484560074528889
123,101,0.728492,4.936955817139826
122,100,0.734765,4.531276038230248
100,87,0.740893,4.196223953810588
96,87,0.746946,3.9355868707864725
87,76,0.752797,3.6862659433744738
68,57,0.758656,3.4620873110580748
56,56,0.764485,3.2529945014118
53,47,0.770257,3.083314834401919
45,45,0.775717,2.9371285384982366
45,42,0.780991,2.810176750727139
45,42,0.786249,2.687070469845755
41,39,0.791295,2.580714405500587
41,37,0.79622,2.4844783590146235
40,31,0.801079,2.4037633030197916
31,29,0.805798,2.3328750476308175
29,29,0.810524,2.2670364584432856
27,27,0.815108,2.2017231681197673
27,25,0.819423,2.140903880339135
23,23,0.823699,2.080441971401183
22,22,0.827875,2.0276601307189543
22,21,0.832033,1.9760488667416813
22,19,0.835958,1.9283476182928763
19,18,0.839895,1.8838137472283814
19,18,0.843589,1.845663028815109
19,18,0.847371,1.8118968217049185
19,18,0.850943,1.778125146755939
19,18,0.854562,1.7491370893439129
18,17,0.857919,1.7196317593485406
18,17,0.861331,1.6947046564120316
18,17,0.864753,1.6667356762072356
16,15,0.868001,1.6392927219145599
16,15,0.871119,1.6151876537270815
15,15,0.874196,1.5939159327207402
14,14,0.877256,1.5698364074822395
14,13,0.880208,1.5508047281955388
13,13,0.883124,1.5322649645778432
13,13,0.886045,1.5130358474836558
13,12,0.888844,1.4935855914210658
13,12,0.891532,1.4775325441604896
13,12,0.894187,1.4608790980314328
13,12,0.896782,1.4430331918851362
12,11,0.899308,1.4277201763794543
12,11,0.90168,1.41033360455655
11,10,0.903939,1.3954050030709653
10,9,0.906264,1.3824784501152172
10,9,0.908571,1.3698826411751195
10,9,0.910714,1.3571668570660573
10,9,0.912861,1.3437266895419961
10,9,0.914954,1.3307386590786163
10,9,0.916963,1.3217601791972253
10,9,0.918956,1.3103992892749619
10,9,0.920849,1.3002867935970486
10,9,0.922765,1.2912928076649188
9,9,0.924597,1.2806387013779292
9,9,0.926466,1.2731933527347894
9,9,0.92824,1.2629738015607581
9,9,0.929998,1.2528642038798892
9,8,0.931603,1.2452592949983186
9,8,0.933185,1.2400508867769213
9,8,0.934777,1.2330619566717262
9,7,0.936311,1.2268366593917317
8,7,0.937863,1.2202552424481388
8,7,0.9393,1.2150247116968698
8,7,0.940739,1.2084001282462327
8,7,0.9421,1.2023834196891192
8,7,0.943495,1.1958764711087515
8,7,0.944835,1.1903743315508022
8,6,0.946126,1.185766789174741
