s1,s2,frac_Gd,sus
916284,9,0.017605,0.0831936237460492
896140,9,0.034866,0.08940105726251485
876119,9,0.052011,0.09604330851940265
856324,9,0.068783,0.10337547531885694
836750,9,0.085373,0.11037832908934461
817086,9,0.101958,0.11817710084828995
797464,9,0.118322,0.12671746374526754
777975,9,0.134642,0.13548265573323412
758666,12,0.15057,0.14508552794226717
739204,12,0.16639,0.1566775830424299
719697,12,0.182017,0.16927002150411438
700985,13,0.197166,0.18142106587414086
682144,13,0.212323,0.19416969138365092
663521,15,0.227177,0.20839183098846695
644670,17,0.241929,0.22565564439214797
625891,14,0.256566,0.24227974507488223
607335,15,0.270916,0.2612497325411064
588907,15,0.28497,0.28054906787127815
570028,15,0.299268,0.3023523972074916
551801,18,0.313026,0.3266892196793474
533368,24,0.326726,0.35384999272213097
515490,24,0.340028,0.3819192329371549
497501,24,0.353091,0.4137923571939794
479932,23,0.365899,0.44680736980386404
462366,23,0.378587,0.4807575638102196
444504,23,0.391116,0.521251995453978
426981,31,0.403351,0.5659441313066812
409256,26,0.415552,0.6173654456855016
392153,30,0.427438,0.6694873218970173
374951,29,0.43926,0.7267485822306238
358291,28,0.45077,0.7893068477686943
341106,53,0.462165,0.8703914769399537
324048,53,0.473424,0.9608527543982255
307390,50,0.484429,1.0591344354123875
291342,68,0.494929,1.1584806888536463
274706,67,0.505628,1.2802464540872056
258156,67,0.516055,1.4174317329448594
241163,57,0.526373,1.5584415584415585
225073,64,0.536284,1.7307123325483702
208338,64,0.546175,1.9482862336803835
192236,73,0.555976,2.193494045366917
176594,95,0.565526,2.4238458457813357
161515,131,0.574886,2.7001298475232525
145177,167,0.583948,3.308872448636228
128918,278,0.592772,4.177202942823185
112170,285,0.601631,5.266471537694951
97760,280,0.610377,5.542201050759323
83110,340,0.618852,6.467639866928332
66238,361,0.627133,8.433025716944648
49674,458,0.635341,11.666600851754653
32864,834,0.643289,18.767632621365756
18078,1422,0.651193,29.74905033442563
5692,1305,0.659006,36.72207135609424
1728,1443,0.666546,33.052397032274314
1191,793,0.674122,17.797129600648095
929,375,0.681457,12.891006865635095
582,295,0.688503,10.442498643646648
325,237,0.695567,8.664862219273207
172,160,0.702329,7.362023845117596
168,152,0.708933,6.542758196566426
156,149,0.715473,5.9043711141649124
130,129,0.721745,5.257547932651704
125,103,0.728053,4.777386770216255
114,85,0.734049,4.438971840677418
112,84,0.740065,4.134845249773982
84,70,0.7459,3.856670602125148
71,70,0.751606,3.641702295546591
70,67,0.757193,3.425374886226509
63,60,0.76264,3.2583122682844623
63,60,0.768065,3.096979757259577
62,59,0.773359,2.968381713811711
62,59,0.778526,2.8389156289225825
52,41,0.783458,2.712831690849812
52,41,0.78844,2.6212705615428247
52,39,0.793274,2.530441260412333
43,31,0.797895,2.4559906979045545
41,31,0.802375,2.386226438962682
30,29,0.806861,2.317931645084628
30,26,0.811222,2.24286728326394
26,24,0.815529,2.1854654661166255
25,24,0.819809,2.1340577498321225
25,24,0.823918,2.0793891482377527
25,24,0.827939,2.03117499026508
23,23,0.831899,1.9854373263692662
23,22,0.83566,1.9420774005111354
23,21,0.8394,1.900865504358655
23,21,0.843031,1.8631831762959565
23,21,0.846587,1.823874117578041
23,21,0.850206,1.790946232826415
23,21,0.853681,1.7643231569379234
22,21,0.857061,1.7342152946361735
21,18,0.860294,1.7084663507651783
21,18,0.863545,1.6849071122348027
19,18,0.866707,1.6590668677274876
19,18,0.869736,1.6337975188847265
19,17,0.872654,1.6087588145681844
17,16,0.875553,1.5869727675235241
15,15,0.878322,1.5660924735778037
14,14,0.881191,1.5468945955272748
14,14,0.883925,1.5297609304329098
14,14,0.886661,1.5074863903863631
14,14,0.889284,1.4916362585353518
14,14,0.891882,1.4733346898758763
14,14,0.89432,1.4581945495836488
14,14,0.896811,1.4434775024469662
14,14,0.8992,1.4288690476190475
14,11,0.901489,1.415791129924577
14,11,0.90379,1.4015798773516266
14,11,0.906064,1.3878811105433486
14,11,0.908193,1.3776182644024966
13,11,0.910317,1.3636921155625927
11,10,0.912375,1.353289586305278
11,9,0.914421,1.3403288189859661
10,9,0.916435,1.3288218751869803
9,9,0.918363,1.3180053162169114
9,9,0.920196,1.306338028169014
9,9,0.921997,1.2964373165134675
9,9,0.923872,1.288264501891551
9,9,0.92569,1.2770690351231329
9,9,0.927396,1.2703019117404
9,9,0.929074,1.2635563827087386
9,8,0.930777,1.2566921398956994
9,8,0.932374,1.2494159051252476
9,8,0.933966,1.2430717509161946
9,8,0.935537,1.2352822549369407
9,8,0.937108,1.229488647204732
9,8,0.938618,1.2215144504903717
9,8,0.940126,1.2160704145371948
9,8,0.941541,1.2088814382729776
9,8,0.942823,1.2030711649789252
