# curve  peak  x  y
0 2018 1939 0.055555555555555552
0 2018 1958 0.0086206896551724171
0 2018 1959 0.014492753623188401
0 2018 1962 0.016853932584269662
0 2018 1975 0.010899182561307896
0 2018 1976 0.013513513513513514
0 2018 1979 0.011737089201877923
0 2018 1981 0.012145748987854255
0 2018 1984 0.0099009900990099098
0 2018 1985 0.010937499999999989
0 2018 1986 0.011747430249632901
0 2018 1988 0.011811023622047251
0 2018 1989 0.012195121951219523
0 2018 1991 0.01307189542483661
0 2018 1992 0.013306038894575239
0 2018 1994 0.015985790408525768
0 2018 1995 0.016273393002441017
0 2018 1996 0.018409425625920461
0 2018 1997 0.019518542615484691
0 2018 1998 0.021574344023323588
0 2018 1999 0.021803766105054523
0 2018 2000 0.026041666666666685
0 2018 2001 0.026019417475728168
0 2018 2002 0.027065527065527062
0 2018 2003 0.027821688270629141
0 2018 2004 0.029182317249349887
0 2018 2005 0.031160737470786848
0 2018 2006 0.03244412400865182
0 2018 2007 0.034068136272545124
0 2018 2008 0.036548442906574441
0 2018 2009 0.038947586492645514
0 2018 2010 0.040119165839126114
0 2018 2011 0.042010358718588159
0 2018 2012 0.043829947328818619
0 2018 2013 0.046805349182763689
0 2018 2014 0.050341603739662011
0 2018 2015 0.052492046659597058
0 2018 2016 0.056195462478184965
0 2018 2017 0.057547508067407604
0 2018 2018 0.061232449297971892
1 2018 1953 0.014084507042253521
1 2018 1954 0.023255813953488372
1 2018 1957 0.017857142857142856
1 2018 1967 0.012295081967213115
1 2018 1976 0.010810810810810811
1 2018 1977 0.012658227848101264
1 2018 1978 0.012048192771084335
1 2018 1979 0.014084507042253516
1 2018 1984 0.013201320132013208
1 2018 1986 0.013215859030836996
1 2018 1987 0.01406469760900142
1 2018 1988 0.015748031496062992
1 2018 1989 0.019512195121951209
1 2018 1990 0.021615472127417518
1 2018 1991 0.022875816993464054
1 2018 1992 0.024564994882292746
1 2018 1993 0.024880382775119614
1 2018 1994 0.027531083481349916
1 2018 1995 0.028478437754271779
1 2018 1996 0.028718703976435944
1 2018 1997 0.027325959661678612
1 2018 1998 0.026239067055393583
1 2018 1999 0.028245787908820597
1 2018 2000 0.02777777777777779
1 2018 2001 0.031067961165048508
1 2018 2002 0.030982905982905984
1 2018 2003 0.032247865950047472
1 2018 2004 0.032649523259173696
1 2018 2005 0.035315502466891746
1 2018 2006 0.035087719298245612
1 2018 2007 0.037185482075261622
1 2018 2008 0.036764705882352922
1 2018 2009 0.036047234307022946
1 2018 2010 0.036742800397219444
1 2018 2011 0.037214655668521002
1 2018 2012 0.039127163280662125
1 2018 2013 0.039190193164933107
1 2018 2014 0.040992448759439082
1 2018 2015 0.043831742665252693
1 2018 2016 0.046596858638743521
1 2018 2017 0.049480100394406534
1 2018 2018 0.054212168486739376
2 2018 2000 0
2 2018 2003 0.00031615554852987672
2 2018 2010 0
2 2018 2011 0.00019182812200268563
2 2018 2012 0.00037622272385252062
2 2018 2013 0.00055720653789004455
2 2018 2015 0.00035348179568752205
2 2018 2017 0.00053782717820007194
2 2018 2018 0.00078003120124804995
3 2018 2005 0.00051934562451311347
3 2018 2006 0.00048065368901706329
3 2018 2007 0.00066800267201068799
3 2018 2009 0.00082867205303501119
3 2018 2010 0.00099304865938431002
3 2018 2011 0.0013427968540187995
3 2018 2013 0.0014858841010401188
3 2018 2014 0.0019777058612010061
3 2018 2015 0.0037115588547189816
3 2018 2016 0.0048865619546247813
3 2018 2017 0.0059160989602007885
3 2018 2018 0.0074102964118564763
4 2018 1982 0.0018726591760299626
4 2018 1992 0.0020470829068577273
4 2018 1999 0.00099108027750247768
4 2018 2001 0.0023300970873786405
4 2018 2002 0.0017806267806267807
4 2018 2003 0.0031615554852987664
4 2018 2004 0.0034672060098237499
4 2018 2005 0.0038950921838483525
4 2018 2006 0.0036049026676279738
4 2018 2007 0.0037853484747272306
4 2018 2008 0.004108996539792388
4 2018 2009 0.0043505282784338101
4 2018 2010 0.0043694141012909637
4 2018 2011 0.0055630155380778853
4 2018 2012 0.0060195635816403317
4 2018 2013 0.0059435364041604752
4 2018 2014 0.0077310320028766699
4 2018 2015 0.0095440084835630989
4 2018 2016 0.01151832460732985
4 2018 2017 0.013804230907135173
4 2018 2018 0.017550702028081122
5 2018 1994 0.00088809946714031975
5 2018 1999 0.00099108027750247768
5 2018 2000 0.0026041666666666665
