# nu_over_mean_r0  nu_over_mean_rgt0
0.89853369882086775 1.1014663011791326
0.70325318246110324 1.2967468175388968
0.4081632653061224 1.5918367346938775
0.88457807953443257 1.1154219204655675
0.69634340222575508 1.3036565977742447
1.4361702127659572 0.56382978723404253
2 0
0.81481481481481488 1.1851851851851853
0.90756302521008414 1.0924369747899159
0.82966998428496586 1.170330015715034
0.26229508196721313 1.737704918032787
0.99347049402488596 1.0065295059751138
0.90263367916999215 1.097366320830008
0.83242358078602618 1.1675764192139737
0.82243353805304009 1.1775664619469599
1.0236220472440944 0.97637795275590566
0.78873239436619713 1.2112676056338028
0.80746216121084124 1.1925378387891588
0.85106382978723416 1.1489361702127661
0.91364205256570707 1.0863579474342928
0.80085653104925048 1.1991434689507494
1.0147174770039422 0.98528252299605779
0.77083728877919122 1.229162711220809
2 0
0.83958843704066655 1.1604115629593337
0.93497757847533625 1.0650224215246635
0.85000000000000009 1.1500000000000001
0.90000000000000002 1.0999999999999999
0.97435213708800272 1.0256478629119974
0.92307692307692313 1.0769230769230769
0.950036205648081 1.0499637943519189
0.96956829440905878 1.0304317055909413
0.8476109006476843 1.1523890993523158
0.67317073170731712 1.326829268292683
0.52173913043478259 1.4782608695652173
1.3283018867924528 0.67169811320754713
1.0677966101694913 0.93220338983050843
0.99864590385917407 1.001354096140826
0.63134657836644603 1.368653421633554
0.94762304070179959 1.0523769592982004
0.92332314855230613 1.0766768514476939
0.33898305084745767 1.6610169491525424
1.0396757346636527 0.96032426533634729
0.9252060332763179 1.0747939667236823
0.8571428571428571 1.1428571428571428
0.44776119402985082 1.5522388059701493
0.88595438175270114 1.1140456182472989
0.89552238805970152 1.1044776119402986
0.95255753960256362 1.0474424603974364
0.86355140186915891 1.1364485981308412
0.70669745958429564 1.2933025404157044
0.73436030484838666 1.2656396951516133
1.5639810426540284 0.43601895734597151
1 1
0.86391534391534386 1.136084656084656
0.89302325581395348 1.1069767441860465
0.90365448504983392 1.0963455149501662
0.56603773584905659 1.4339622641509435
0.463821892393321 1.5361781076066792
0.98654708520179357 1.0134529147982063
0.90339655932951035 1.0966034406704896
0.63636363636363635 1.3636363636363635
0.88591749644381224 1.1140825035561877
0.8871457986077067 1.1128542013922935
1.163727959697733 0.83627204030226709
0.87812666311868026 1.1218733368813198
0.69661880500231588 1.3033811949976841
1.1221509971509971 0.8778490028490028
0.81127476952421329 1.1887252304757869
0.98865671641791042 1.0113432835820895
0.73684210526315796 1.263157894736842
0.85307063508698378 1.1469293649130161
0.95565899069083793 1.0443410093091623
0.89293849658314339 1.1070615034168565
0.82560706401766004 1.17439293598234
0.52654387865655472 1.4734561213434454
1.0805902383654937 0.91940976163450627
0.45283018867924529 1.5471698113207546
0.64596273291925466 1.3540372670807452
1.057377049180328 0.94262295081967218
1.1524911342363817 0.84750886576361839
0.79016984242610122 1.2098301575738986
1.2494862309905466 0.75051376900945332
0.82191780821917804 1.1780821917808217
1 1
