s1,s2,frac_Gd,sus
924269,7,0.007692,0.08567400444216916
911436,20,0.015384,0.09497915938802538
898584,20,0.023076,0.1044154918908738
885105,20,0.030768,0.1153975518761246
871829,20,0.03846,0.1272677163716538
858301,20,0.046152,0.1396962618782028
844137,20,0.053844,0.15450623364434618
829288,20,0.061536,0.1722047942169332
813849,20,0.069228,0.1925079396457994
797390,20,0.07692,0.21713827620574597
781425,20,0.084612,0.24160137559155243
765035,20,0.092304,0.26916610847684685
747702,21,0.099996,0.3015542153145986
729157,21,0.107688,0.34342808345063164
709627,21,0.11538,0.391676652121815
688951,26,0.123072,0.4504942252955773
667006,27,0.130764,0.520459345908361
642883,37,0.138456,0.6118074062381027
616442,37,0.146148,0.728723479010414
586594,58,0.15384,0.895754939964073
553906,61,0.161532,1.122032087092173
516933,71,0.169224,1.4176083565245023
476021,106,0.176916,1.8147540226756929
440378,89,0.184608,2.2297103724343628
402755,120,0.1923,2.775138046304321
361485,150,0.199992,3.5006437435625646
315171,200,0.207684,4.64425178842785
264469,226,0.215376,6.417949234282918
210219,295,0.223068,8.604429988724881
146693,877,0.23076,18.50673261920857
73020,2448,0.238452,44.503030669110814
4770,4517,0.246144,112.80728149673148
1161,1136,0.253836,32.519573444979926
627,590,0.261528,18.169291455871043
443,403,0.26922,12.695452803853417
258,227,0.276912,9.53376352532472
226,210,0.284604,7.758776957097887
137,116,0.292296,6.483525598272724
134,107,0.299988,5.599038302200534
86,83,0.30768,4.8739571296510285
69,67,0.315372,4.337031205267678
53,46,0.323064,3.9255631256130563
45,43,0.330756,3.5747574875531196
43,36,0.338448,3.2784588361912594
43,36,0.34614,3.092177224482305
43,36,0.353832,2.9640728107860492
36,31,0.361524,2.84238718448305
33,31,0.369216,2.735283393364448
31,29,0.376908,2.633160111187433
28,27,0.3846,2.536360090997725
26,25,0.392292,2.4484028513694076
26,24,0.399984,2.3661735687048346
26,24,0.407676,2.2876094839986223
26,23,0.415368,2.2107411157788146
24,22,0.42306,2.140628141574514
22,20,0.430752,2.0739431671257518
20,19,0.438444,2.012803709692355
20,19,0.446136,1.953299004809845
20,17,0.453828,1.89775015929048
18,17,0.46152,1.843180805229535
18,15,0.469212,1.794335968409233
15,15,0.476904,1.7480099255203634
15,14,0.484596,1.7026895406322031
14,13,0.492288,1.6611661729484433
13,13,0.49998,1.6210691572337106
13,13,0.507672,1.5824633171381681
13,11,0.515364,1.54653183007453
11,10,0.523056,1.5118231909825892
11,10,0.530748,1.4785850672985943
10,9,0.53844,1.446234509056244
10,9,0.546132,1.4158742189359022
9,9,0.553824,1.3874726565301585
9,9,0.561516,1.3594771987119256
7,7,0.569208,1.3372416386562425
7,7,0.5769,1.324043961238478
7,7,0.584592,1.3106704733659438
7,7,0.592284,1.298219839299905
7,7,0.599976,1.2851503909765414
7,7,0.607668,1.2731334685929263
7,7,0.61536,1.2606151206322795
7,6,0.623052,1.2492571919734288
6,6,0.630744,1.2377591697900643
6,6,0.638436,1.2263278423736876
6,6,0.646128,1.214783876655966
6,5,0.65382,1.203801490554047
6,5,0.661512,1.1930053650350974
6,5,0.669204,1.1827773008137945
6,5,0.676896,1.1719013073190057
5,5,0.684588,1.1612081975321167
5,5,0.69228,1.1515436110750032
5,5,0.699972,1.1416034503446344
5,5,0.707664,1.132337447320891
5,5,0.715356,1.1232100448279254
5,5,0.723048,1.1136478523354227
5,5,0.73074,1.1043043898091065
5,5,0.738432,1.095627140934671
4,4,0.746124,1.0864989207329563
4,4,0.753816,1.0784291424300523
4,4,0.761508,1.0705684048102242
4,4,0.7692,1.0625129982668977
4,4,0.776892,1.0549240726464313
4,4,0.784584,1.0477680395142421
3,3,0.792276,1.0404719724249485
2,2,0.799968,1.0370340745480724
2,2,0.80766,1.0349589269002808
2,2,0.815352,1.032656730644253
2,2,0.823044,1.030165690906214
2,2,0.830736,1.0276373003119388
2,2,0.838428,1.0255118461119501
2,2,0.84612,1.02299194177281
2,2,0.853812,1.0208498645579664
2,2,0.861504,1.018412084103512
2,2,0.869196,1.0162533255863735
2,2,0.876888,1.0140847358502827
2,2,0.88458,1.0117483971582049
2,2,0.892272,1.0095054210604486
2,2,0.899964,1.0075172937742414
2,2,0.907656,1.005609460278957
2,2,0.915348,1.0038983130936068
2,2,0.92304,1.0028326403326404
2,2,0.930732,1.001645781601894
2,2,0.938424,1.0003897622450306
2,2,0.946116,1.0
0,1,0.953808,0.9999783512296502
0,1,0.9615,0.999974025974026
0,1,0.969192,0.999967540898468
0,1,0.976884,0.9999567399204015
0,1,0.984576,0.9999351659751037
0,1,0.992268,0.9998706673564408
0,1,0.99996,0.975
