s1,s2,frac_Gd,sus
685689,22,0.007692,0.7034640454375053
597124,37,0.015384,0.9766345458534088
517007,60,0.023076,1.3326676384242786
431880,74,0.030768,1.9016561566271026
335002,132,0.03846,3.0048214322857083
219130,235,0.046152,5.7667699675419986
88245,670,0.053844,15.191531840415323
1118,972,0.061536,20.076245865584614
445,409,0.069228,9.158576966217291
219,208,0.07692,5.932026476578411
136,100,0.084612,4.723253964439123
120,89,0.092304,4.011303343850805
67,58,0.099996,3.4789589824045226
46,46,0.107688,3.1248980177337073
46,37,0.11538,2.9157333092175173
37,35,0.123072,2.72814757882061
37,32,0.130764,2.5652147403006778
35,26,0.138456,2.4231577261289035
24,24,0.146148,2.3002862322744457
24,19,0.15384,2.1945589486621917
20,18,0.161532,2.1327540228130353
20,18,0.169224,2.074908278525138
20,18,0.176916,2.0202579566605596
20,15,0.184608,1.969413484557121
15,14,0.1923,1.9221753126160703
15,14,0.199992,1.8752449975500245
14,13,0.207684,1.8309891507933702
14,11,0.215376,1.7886070270600951
14,11,0.223068,1.7473884458356717
11,11,0.23076,1.7092181893817273
11,11,0.238452,1.6722504687820072
9,9,0.246144,1.637040761100263
9,8,0.253836,1.6059994853678279
9,8,0.261528,1.590666944718283
9,8,0.26922,1.5752907851884288
9,8,0.276912,1.5601434403558072
9,8,0.284604,1.5459451828078434
9,8,0.292296,1.5317717576840035
9,8,0.299988,1.517121135066256
9,8,0.30768,1.5025522879593252
9,8,0.315372,1.4891225599887823
9,8,0.323064,1.4751187704598367
9,8,0.330756,1.4614684629223422
9,8,0.338448,1.448211176143372
8,7,0.34614,1.4350380815465085
8,7,0.353832,1.4219243292765968
7,7,0.361524,1.4088250772151185
7,7,0.369216,1.3961942598417207
7,7,0.376908,1.3839802147997406
7,6,0.3846,1.3717143321416965
7,6,0.392292,1.3595197035418325
6,6,0.399984,1.3474440681581825
6,6,0.407676,1.3356304995239092
6,6,0.415368,1.3235881717045936
6,6,0.42306,1.3123236385066037
6,6,0.430752,1.3011130473888357
6,6,0.438444,1.2905890062611742
5,5,0.446136,1.279908064073491
5,5,0.453828,1.2692759789956278
5,5,0.46152,1.2587375575694548
5,5,0.469212,1.2482403520803032
5,5,0.476904,1.237946763118051
5,5,0.484596,1.227489503379873
5,5,0.492288,1.2176962529938233
5,5,0.49998,1.2081776728930842
5,5,0.507672,1.1984835313043336
5,5,0.515364,1.1893152799214255
5,4,0.523056,1.180157418900332
4,4,0.530748,1.1713151995090059
3,3,0.53844,1.1621955975387814
2,2,0.546132,1.1546396749715777
2,2,0.553824,1.1521910636161514
2,2,0.561516,1.1496063710420448
2,2,0.569208,1.14693866181359
2,2,0.5769,1.1443015835499881
2,2,0.584592,1.1417305396140662
2,2,0.592284,1.1391213491744254
2,2,0.599976,1.1364918104913706
2,2,0.607668,1.133713283647523
2,2,0.61536,1.130886023294509
2,2,0.623052,1.1281184672686948
2,2,0.630744,1.1252951881621422
2,2,0.638436,1.1226338905422
2,2,0.646128,1.1200547090473392
2,2,0.65382,1.117280027731238
2,2,0.661512,1.1145092292784382
2,2,0.669204,1.111694216375047
2,2,0.676896,1.10902990987422
2,2,0.684588,1.106184926382002
2,2,0.69228,1.10380865722085
2,2,0.699972,1.1011705574146413
2,2,0.707664,1.0986193968584095
2,2,0.715356,1.0958530655836765
2,2,0.723048,1.0932074872180018
2,2,0.73074,1.0905890217633514
2,2,0.738432,1.0882600318081723
2,2,0.746124,1.0857190124312657
2,2,0.753816,1.0828973450752284
2,2,0.761508,1.0801284739110746
2,2,0.7692,1.0773483535528596
2,2,0.776892,1.0746275346468974
2,2,0.784584,1.0722044787759497
2,2,0.792276,1.0697367660934702
2,2,0.799968,1.0674792033274676
2,2,0.80766,1.0649994800873452
2,2,0.815352,1.0623564836878818
2,2,0.823044,1.0595063179547457
2,2,0.830736,1.0571178750354475
2,2,0.838428,1.0546753150298318
2,2,0.84612,1.0520015596568755
2,2,0.853812,1.0495663118723835
2,2,0.861504,1.047640365064695
2,2,0.869196,1.0451821045227974
2,2,0.876888,1.0427090779127948
2,2,0.88458,1.0403396291803846
2,2,0.892272,1.0371862468439033
2,2,0.899964,1.0347674837058658
2,2,0.907656,1.0321840076236681
2,2,0.915348,1.029698057931295
2,2,0.92304,1.0269490644490644
2,2,0.930732,1.0245423572212278
2,2,0.938424,1.0210796414187346
2,2,0.946116,1.0185212679088411
2,2,0.953808,1.015413924489089
2,2,0.9615,1.0127792207792208
2,2,0.969192,1.0105816670994547
2,2,0.976884,1.0080463748053297
2,2,0.984576,1.005835062240664
2,2,0.992268,1.0031039834454216
0,1,0.99996,0.975
