s1,s2,frac_Gd,sus
981429,7,0.007692,0.014861313221298226
972124,7,0.015384,0.01762920773174517
962589,7,0.023076,0.020817381904835994
952633,11,0.030768,0.02535099955428628
942598,11,0.03846,0.03016827173076523
932077,11,0.046152,0.03586839831922906
921318,11,0.053844,0.042633561484575484
910323,11,0.061536,0.0503514253077369
899428,12,0.069228,0.05831503311229818
888404,12,0.07692,0.06691077696407678
877083,13,0.084612,0.07668988450799005
865207,13,0.092304,0.0887973506548448
852785,14,0.099996,0.10455620197243568
839698,21,0.107688,0.12315199168004017
826220,18,0.11538,0.14260812552282337
812032,18,0.123072,0.16696239600058385
797240,22,0.130764,0.1953393554799847
781812,22,0.138456,0.2280440697166947
765310,25,0.146148,0.2685008643184065
748016,25,0.15384,0.31595679304150515
728897,30,0.161532,0.3810843109098976
708992,30,0.169224,0.4535831559890994
686902,35,0.176916,0.558200621078772
663478,35,0.184608,0.6799502570542757
638243,42,0.1923,0.8347344311006561
610752,69,0.199992,1.0301271987280127
580662,96,0.207684,1.2925928543661873
546678,92,0.215376,1.6341942127694284
508247,148,0.223068,2.1636784171587733
466584,125,0.23076,2.8113436638760336
418587,193,0.238452,3.7956517514326085
361740,203,0.246144,5.799484251634264
296171,250,0.253836,8.667819675031227
222007,487,0.261528,14.50081925922716
129774,1471,0.26922,35.08460001642081
17169,6663,0.276912,175.2950443099595
1563,1354,0.284604,51.03550061783963
561,515,0.292296,26.16906644585872
431,398,0.299988,20.176741255864187
430,343,0.30768,16.698997573376474
281,267,0.315372,14.020915007858282
242,201,0.323064,11.987546828651453
204,191,0.330756,10.562500373555833
175,169,0.338448,9.447159104650881
136,133,0.34614,8.476126387911785
130,108,0.353832,7.730546854687945
107,101,0.361524,7.121318577362344
99,98,0.369216,6.5768361277394485
95,84,0.376908,6.1075555455695145
95,82,0.3846,5.692572310692233
81,68,0.392292,5.319977686652142
80,68,0.399984,4.990746913415642
71,68,0.407676,4.711645991045441
68,65,0.415368,4.448083580782441
60,59,0.42306,4.20720005546504
59,55,0.430752,3.985210312552701
56,54,0.438444,3.788957824330966
56,40,0.446136,3.609633411812286
45,40,0.453828,3.450237287887332
43,36,0.46152,3.301628658445996
35,33,0.469212,3.1665391832520706
35,33,0.476904,3.0350318106045546
35,33,0.484596,2.9135648927831372
31,28,0.492288,2.8036268593218203
26,25,0.49998,2.7012119515219393
26,22,0.507672,2.598556247054809
26,21,0.515364,2.5074777771358296
21,20,0.523056,2.4195020799087525
21,20,0.530748,2.338455669874609
20,20,0.53844,2.258336944275934
20,19,0.546132,2.186234764292702
20,19,0.553824,2.1196523345047695
20,18,0.561516,2.052987110134007
18,15,0.569208,1.990970120150792
18,15,0.5769,1.9340817773575987
14,13,0.584592,1.8804982089897162
13,13,0.592284,1.8294817961522236
13,13,0.599976,1.7794907305561667
13,11,0.607668,1.7346762435896128
13,11,0.61536,1.6901076331114808
10,10,0.623052,1.645813215615947
10,10,0.630744,1.603879151591308
10,10,0.638436,1.5645750129990819
9,9,0.646128,1.528255979563232
9,8,0.65382,1.491793286729447
9,7,0.661512,1.4581757698943538
7,7,0.669204,1.426253642728449
7,7,0.676896,1.4043806328612458
7,7,0.684588,1.3897093325555148
7,7,0.69228,1.3754159625633693
7,7,0.699972,1.3614229338595065
7,6,0.707664,1.3470903344097203
7,6,0.715356,1.3332829780357218
7,6,0.723048,1.3187086570958144
7,6,0.73074,1.3045049394637154
7,6,0.738432,1.2913620932224126
7,5,0.746124,1.2786754163449874
5,5,0.753816,1.2656265232509019
5,5,0.761508,1.2529351089344716
5,5,0.7692,1.239761698440208
5,5,0.776892,1.2275803646664396
5,5,0.784584,1.2146962156942847
5,5,0.792276,1.2023309776434115
5,5,0.799968,1.1903545432730762
5,5,0.80766,1.1778465217843401
5,5,0.815352,1.1662893722109093
5,5,0.823044,1.1546994733154003
5,5,0.830736,1.1431432555061916
5,5,0.838428,1.1324053672666057
5,5,0.84612,1.1215687548739277
5,5,0.853812,1.1103852573398638
4,4,0.861504,1.100132855822551
4,4,0.869196,1.0898749273722517
4,4,0.876888,1.0792449151991683
4,4,0.88458,1.0687749090278982
4,4,0.892272,1.0598730135155205
4,4,0.899964,1.0510216322124035
4,3,0.907656,1.0415186693233995
3,3,0.915348,1.032710390776355
3,3,0.92304,1.024389293139293
2,2,0.930732,1.0192585320783045
2,2,0.938424,1.0171820189684293
2,2,0.946116,1.014289956202212
2,2,0.953808,1.0107810876342225
2,2,0.9615,1.0087792207792208
2,2,0.969192,1.0066216567125421
2,2,0.976884,1.0048451289150373
2,2,0.984576,1.0024636929460582
0,1,0.992268,0.9998706673564408
0,1,0.99996,0.975
